,KEY,IS_BOX_INTERSECTING,IS_TIME_INTERSECTING,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,STATIONID,BEGIN_TIME_UTC,END_TIME_UTC,bucket_begin_time,bucket_end_time
245,2017/04/06/KLWX/KLWX20170406_223805_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 22:38:05,2017-04-06 22:43:15
246,2017/04/06/KLWX/KLWX20170406_224329_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 22:43:29,2017-04-06 22:48:39
247,2017/04/06/KLWX/KLWX20170406_224836_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 22:48:36,2017-04-06 22:53:46
248,2017/04/06/KLWX/KLWX20170406_225343_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 22:53:43,2017-04-06 22:58:53
249,2017/04/06/KLWX/KLWX20170406_225851_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 22:58:51,2017-04-06 23:04:01
250,2017/04/06/KLWX/KLWX20170406_230358_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 23:03:58,2017-04-06 23:09:08
251,2017/04/06/KLWX/KLWX20170406_230858_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 23:08:58,2017-04-06 23:14:08
252,2017/04/06/KLWX/KLWX20170406_231357_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 23:13:57,2017-04-06 23:19:07
253,2017/04/06/KLWX/KLWX20170406_231857_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 23:18:57,2017-04-06 23:24:07
254,2017/04/06/KLWX/KLWX20170406_232404_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 23:24:04,2017-04-06 23:29:14
255,2017/04/06/KLWX/KLWX20170406_232910_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 23:29:10,2017-04-06 23:34:20
256,2017/04/06/KLWX/KLWX20170406_233403_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 23:34:03,2017-04-06 23:39:13
257,2017/04/06/KLWX/KLWX20170406_233855_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 23:38:55,2017-04-06 23:44:05
258,2017/04/06/KLWX/KLWX20170406_234340_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 23:43:40,2017-04-06 23:48:50
259,2017/04/06/KLWX/KLWX20170406_234812_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 23:48:12,2017-04-06 23:53:22
260,2017/04/06/KLWX/KLWX20170406_235242_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 23:52:42,2017-04-06 23:57:52
261,2017/04/06/KLWX/KLWX20170406_235714_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:08:00,2017-04-06 19:10:00,2017-04-06 23:57:14,2017-04-07 00:02:24
262,2017/04/06/KLWX/KLWX20170406_000827_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 00:08:27,2017-04-06 00:13:37
263,2017/04/06/KLWX/KLWX20170406_001835_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 00:18:35,2017-04-06 00:23:45
264,2017/04/06/KLWX/KLWX20170406_002842_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 00:28:42,2017-04-06 00:33:52
265,2017/04/06/KLWX/KLWX20170406_003849_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 00:38:49,2017-04-06 00:43:59
266,2017/04/06/KLWX/KLWX20170406_004856_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 00:48:56,2017-04-06 00:54:06
267,2017/04/06/KLWX/KLWX20170406_005903_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 00:59:03,2017-04-06 01:04:13
268,2017/04/06/KLWX/KLWX20170406_010910_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 01:09:10,2017-04-06 01:14:20
269,2017/04/06/KLWX/KLWX20170406_011918_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 01:19:18,2017-04-06 01:24:28
270,2017/04/06/KLWX/KLWX20170406_012926_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 01:29:26,2017-04-06 01:34:36
271,2017/04/06/KLWX/KLWX20170406_013934_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 01:39:34,2017-04-06 01:44:44
272,2017/04/06/KLWX/KLWX20170406_014941_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 01:49:41,2017-04-06 01:54:51
273,2017/04/06/KLWX/KLWX20170406_015949_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 01:59:49,2017-04-06 02:04:59
274,2017/04/06/KLWX/KLWX20170406_020957_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 02:09:57,2017-04-06 02:15:07
275,2017/04/06/KLWX/KLWX20170406_022006_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 02:20:06,2017-04-06 02:25:16
276,2017/04/06/KLWX/KLWX20170406_023013_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 02:30:13,2017-04-06 02:35:23
277,2017/04/06/KLWX/KLWX20170406_024020_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 02:40:20,2017-04-06 02:45:30
278,2017/04/06/KLWX/KLWX20170406_025028_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 02:50:28,2017-04-06 02:55:38
279,2017/04/06/KLWX/KLWX20170406_030036_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 03:00:36,2017-04-06 03:05:46
280,2017/04/06/KLWX/KLWX20170406_031043_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 03:10:43,2017-04-06 03:15:53
281,2017/04/06/KLWX/KLWX20170406_032050_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 03:20:50,2017-04-06 03:26:00
282,2017/04/06/KLWX/KLWX20170406_033058_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 03:30:58,2017-04-06 03:36:08
283,2017/04/06/KLWX/KLWX20170406_034106_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 03:41:06,2017-04-06 03:46:16
284,2017/04/06/KLWX/KLWX20170406_035114_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 03:51:14,2017-04-06 03:56:24
285,2017/04/06/KLWX/KLWX20170406_040121_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 04:01:21,2017-04-06 04:06:31
286,2017/04/06/KLWX/KLWX20170406_041128_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 04:11:28,2017-04-06 04:16:38
287,2017/04/06/KLWX/KLWX20170406_042137_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 04:21:37,2017-04-06 04:26:47
288,2017/04/06/KLWX/KLWX20170406_043145_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 04:31:45,2017-04-06 04:36:55
289,2017/04/06/KLWX/KLWX20170406_044152_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 04:41:52,2017-04-06 04:47:02
290,2017/04/06/KLWX/KLWX20170406_045159_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 04:51:59,2017-04-06 04:57:09
291,2017/04/06/KLWX/KLWX20170406_050207_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 05:02:07,2017-04-06 05:07:17
292,2017/04/06/KLWX/KLWX20170406_051215_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 05:12:15,2017-04-06 05:17:25
293,2017/04/06/KLWX/KLWX20170406_051724_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 05:17:24,2017-04-06 05:22:34
294,2017/04/06/KLWX/KLWX20170406_052234_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 05:22:34,2017-04-06 05:27:44
295,2017/04/06/KLWX/KLWX20170406_052743_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 05:27:43,2017-04-06 05:32:53
296,2017/04/06/KLWX/KLWX20170406_053252_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 05:32:52,2017-04-06 05:38:02
297,2017/04/06/KLWX/KLWX20170406_053801_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 05:38:01,2017-04-06 05:43:11
298,2017/04/06/KLWX/KLWX20170406_054310_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 05:43:10,2017-04-06 05:48:20
299,2017/04/06/KLWX/KLWX20170406_054820_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 05:48:20,2017-04-06 05:53:30
300,2017/04/06/KLWX/KLWX20170406_055328_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 05:53:28,2017-04-06 05:58:38
301,2017/04/06/KLWX/KLWX20170406_055837_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 05:58:37,2017-04-06 06:03:47
302,2017/04/06/KLWX/KLWX20170406_060346_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 06:03:46,2017-04-06 06:08:56
303,2017/04/06/KLWX/KLWX20170406_061058_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 06:10:58,2017-04-06 06:16:08
304,2017/04/06/KLWX/KLWX20170406_061607_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 06:16:07,2017-04-06 06:21:17
305,2017/04/06/KLWX/KLWX20170406_062115_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 06:21:15,2017-04-06 06:26:25
306,2017/04/06/KLWX/KLWX20170406_062624_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 06:26:24,2017-04-06 06:31:34
307,2017/04/06/KLWX/KLWX20170406_063133_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 06:31:33,2017-04-06 06:36:43
308,2017/04/06/KLWX/KLWX20170406_063641_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 06:36:41,2017-04-06 06:41:51
309,2017/04/06/KLWX/KLWX20170406_064150_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 06:41:50,2017-04-06 06:47:00
310,2017/04/06/KLWX/KLWX20170406_064659_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 06:46:59,2017-04-06 06:52:09
311,2017/04/06/KLWX/KLWX20170406_065208_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 06:52:08,2017-04-06 06:57:18
312,2017/04/06/KLWX/KLWX20170406_065717_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 06:57:17,2017-04-06 07:02:27
313,2017/04/06/KLWX/KLWX20170406_070225_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 07:02:25,2017-04-06 07:07:35
314,2017/04/06/KLWX/KLWX20170406_070734_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 07:07:34,2017-04-06 07:12:44
315,2017/04/06/KLWX/KLWX20170406_071242_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 07:12:42,2017-04-06 07:17:52
316,2017/04/06/KLWX/KLWX20170406_071750_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 07:17:50,2017-04-06 07:23:00
317,2017/04/06/KLWX/KLWX20170406_072300_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 07:23:00,2017-04-06 07:28:10
318,2017/04/06/KLWX/KLWX20170406_072808_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 07:28:08,2017-04-06 07:33:18
319,2017/04/06/KLWX/KLWX20170406_073317_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 07:33:17,2017-04-06 07:38:27
320,2017/04/06/KLWX/KLWX20170406_073825_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 07:38:25,2017-04-06 07:43:35
321,2017/04/06/KLWX/KLWX20170406_074333_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 07:43:33,2017-04-06 07:48:43
322,2017/04/06/KLWX/KLWX20170406_074843_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 07:48:43,2017-04-06 07:53:53
323,2017/04/06/KLWX/KLWX20170406_075419_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 07:54:19,2017-04-06 07:59:29
324,2017/04/06/KLWX/KLWX20170406_075929_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 07:59:29,2017-04-06 08:04:39
325,2017/04/06/KLWX/KLWX20170406_080505_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 08:05:05,2017-04-06 08:10:15
326,2017/04/06/KLWX/KLWX20170406_081112_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 08:11:12,2017-04-06 08:16:22
327,2017/04/06/KLWX/KLWX20170406_081648_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 08:16:48,2017-04-06 08:21:58
328,2017/04/06/KLWX/KLWX20170406_082224_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 08:22:24,2017-04-06 08:27:34
329,2017/04/06/KLWX/KLWX20170406_082801_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 08:28:01,2017-04-06 08:33:11
330,2017/04/06/KLWX/KLWX20170406_083337_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 08:33:37,2017-04-06 08:38:47
331,2017/04/06/KLWX/KLWX20170406_083847_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 08:38:47,2017-04-06 08:43:57
332,2017/04/06/KLWX/KLWX20170406_084355_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 08:43:55,2017-04-06 08:49:05
333,2017/04/06/KLWX/KLWX20170406_084903_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 08:49:03,2017-04-06 08:54:13
334,2017/04/06/KLWX/KLWX20170406_085440_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 08:54:40,2017-04-06 08:59:50
335,2017/04/06/KLWX/KLWX20170406_085949_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 08:59:49,2017-04-06 09:04:59
336,2017/04/06/KLWX/KLWX20170406_090458_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 09:04:58,2017-04-06 09:10:08
337,2017/04/06/KLWX/KLWX20170406_091006_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 09:10:06,2017-04-06 09:15:16
338,2017/04/06/KLWX/KLWX20170406_091515_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 09:15:15,2017-04-06 09:20:25
339,2017/04/06/KLWX/KLWX20170406_092024_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 09:20:24,2017-04-06 09:25:34
340,2017/04/06/KLWX/KLWX20170406_092601_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 09:26:01,2017-04-06 09:31:11
341,2017/04/06/KLWX/KLWX20170406_093138_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 09:31:38,2017-04-06 09:36:48
342,2017/04/06/KLWX/KLWX20170406_093646_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 09:36:46,2017-04-06 09:41:56
343,2017/04/06/KLWX/KLWX20170406_094155_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 09:41:55,2017-04-06 09:47:05
344,2017/04/06/KLWX/KLWX20170406_094704_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 09:47:04,2017-04-06 09:52:14
345,2017/04/06/KLWX/KLWX20170406_095212_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 09:52:12,2017-04-06 09:57:22
346,2017/04/06/KLWX/KLWX20170406_095721_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 09:57:21,2017-04-06 10:02:31
347,2017/04/06/KLWX/KLWX20170406_100229_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 10:02:29,2017-04-06 10:07:39
348,2017/04/06/KLWX/KLWX20170406_100835_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 10:08:35,2017-04-06 10:13:45
349,2017/04/06/KLWX/KLWX20170406_101344_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 10:13:44,2017-04-06 10:18:54
350,2017/04/06/KLWX/KLWX20170406_101704_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 10:17:04,2017-04-06 10:22:14
351,2017/04/06/KLWX/KLWX20170406_102039_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 10:20:39,2017-04-06 10:25:49
352,2017/04/06/KLWX/KLWX20170406_102359_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 10:23:59,2017-04-06 10:29:09
353,2017/04/06/KLWX/KLWX20170406_102720_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 10:27:20,2017-04-06 10:32:30
354,2017/04/06/KLWX/KLWX20170406_103040_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 10:30:40,2017-04-06 10:35:50
355,2017/04/06/KLWX/KLWX20170406_103400_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 10:34:00,2017-04-06 10:39:10
356,2017/04/06/KLWX/KLWX20170406_103720_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 10:37:20,2017-04-06 10:42:30
357,2017/04/06/KLWX/KLWX20170406_104041_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 10:40:41,2017-04-06 10:45:51
358,2017/04/06/KLWX/KLWX20170406_104401_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 10:44:01,2017-04-06 10:49:11
359,2017/04/06/KLWX/KLWX20170406_104721_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 10:47:21,2017-04-06 10:52:31
360,2017/04/06/KLWX/KLWX20170406_105042_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 10:50:42,2017-04-06 10:55:52
361,2017/04/06/KLWX/KLWX20170406_105402_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 10:54:02,2017-04-06 10:59:12
362,2017/04/06/KLWX/KLWX20170406_105722_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 10:57:22,2017-04-06 11:02:32
363,2017/04/06/KLWX/KLWX20170406_110042_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 11:00:42,2017-04-06 11:05:52
364,2017/04/06/KLWX/KLWX20170406_110403_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 11:04:03,2017-04-06 11:09:13
365,2017/04/06/KLWX/KLWX20170406_110723_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 11:07:23,2017-04-06 11:12:33
366,2017/04/06/KLWX/KLWX20170406_111043_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 11:10:43,2017-04-06 11:15:53
367,2017/04/06/KLWX/KLWX20170406_111403_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 11:14:03,2017-04-06 11:19:13
368,2017/04/06/KLWX/KLWX20170406_111738_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 11:17:38,2017-04-06 11:22:48
369,2017/04/06/KLWX/KLWX20170406_112112_V06,1.0,0.0,39.66,-75.08,39.66,-75.08,KLWX,2017-04-06 19:07:00,2017-04-06 19:11:00,2017-04-06 11:21:12,2017-04-06 11:26:22
